GROUP,STOCK CODE,DESCRIPTION,DESCRIPTION2,SUPP PART NO,ORDER NO,OUR REF,SUPP REF,SUPP NAME,DEPOT,DEL DATE,ORDER QTY,TO DELIV,RECVD,INVCD,QTY CST VAL,TO DELIV CST VAL,RECVD CST VAL,INVCD CST VAL,EXCH RATE,FOREIGN CURR
STR,CCS21/300S,41x21 2.5 slotted 300mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,1500,1500,0,0,555.00,555.00,0.00,0.00,
STR,CCS21/400S,41 X 21 400MM SLOTTED 2.5 GUAG,GUAGE,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,1600,1600,0,0,792.00,792.00,0.00,0.00,
STR,CCS21/550S,41x21 slotted channel 550mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,200,200,0,0,135.80,135.80,0.00,0.00,
STR,CCS21/650S,41x21 slotted channel 650mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,200,200,0,0,160.40,160.40,0.00,0.00,
STR,CCS21/700S,41x21 slotted channel 700mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,200,200,0,0,173.00,173.00,0.00,0.00,
STR,CCS21/750S,41 X 21 750MM SLOTTED 2.5,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,200,200,0,0,185.00,185.00,0.00,0.00,
STR,CCS21/800S,41x21 slotted 800mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,200,200,0,0,198.00,198.00,0.00,0.00,
STR,CCS21/850S,41 X 21 850MM SLOTTED,CHANNEL,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,200,200,0,0,210.00,210.00,0.00,0.00,
STR,CCS21/900S,41 X 21 900MIL SLOTTED 2.5,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,200,200,0,0,222.00,222.00,0.00,0.00,
STR,CCS41/1000S,1M SLOTTED CHANNEL 41 X 41 2.5,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,2500,2500,0,0,4500.00,4500.00,0.00,0.00,
STR,CCS41/200S,41x41 slotted channel 200mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,500,500,0,0,180.00,180.00,0.00,0.00,
STR,CCS41/250S,41X41 slotted channel 250mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,250,250,0,0,112.50,112.50,0.00,0.00,
STR,CCS41/300S,41x41 slotted 2.5 300mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,1600,1600,0,0,864.00,864.00,0.00,0.00,
STR,CCS41/400S,41x41 400mm slotted,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,1000,1000,0,0,720.00,720.00,0.00,0.00,
STR,CCS41/500S,41x41x2.5 500mm SLOTTED STRUT,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,2000,2000,0,0,1800.00,1800.00,0.00,0.00,
STR,CCS41/600S,41x41 2.5 slotted 600mm long,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,2000,2000,0,0,2160.00,2160.00,0.00,0.00,
STR,CCS41/62.5,41x41x2.5 6MTR PLAIN CHANNEL,,,7067,LAUREN,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,,,1400,1400,0,0,13510.00,13510.00,0.00,0.00,
STR,CCS41/62.5,41x41x2.5 6MTR PLAIN CHANNEL,,,7198,NICOLA,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,,,1400,1400,0,0,12530.00,12530.00,0.00,0.00,
STR,CCS41/6S2.5,41x41 6m slotted strut 2.5g ea,each,,7066,LAUREN,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,10/09/2025,,1400,1400,0,0,13510.00,13510.00,0.00,0.00,
STR,CCS41/6S2.5,41x41 6m slotted strut 2.5g ea,each,,7196,NICOLA,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,10/09/2025,,1400,1400,0,0,12530.00,12530.00,0.00,0.00,
STR,CCS41/6S2.5,41x41 6m slotted strut 2.5g ea,each,,7197,NICOLA,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,,,1400,1400,0,0,12530.00,12530.00,0.00,0.00,
STR,CCS41/700S,41x41 slotted channel 700mm,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,800,800,0,0,1008.00,1008.00,0.00,0.00,
STR,CCS41/750S2.5,CSS41/750MM Slotted  2.5,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,1000,1000,0,0,1350.00,1350.00,0.00,0.00,
STR,CSS21/600S,41 X 21 600MM SLOTTED CHANNEL,,,7248,APOAUK202505955,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,08/09/2025,,1200,1200,0,0,888.00,888.00,0.00,0.00,
STR,CSS41/2000S,41 x 41 SLOTTED 2.5 2000MM,,,7196,NICOLA,BEI001,BEIJING APOTHEOSIS TECHNOLOGY CO LT,WB,10/09/2025,,750,750,0,0,2700.00,2700.00,0.00,0.00,
CON,CON203M,20MM CONDUIT 3M CLASS 4,,,7186,234DT,VIS001,VISHWAS TUBES INDIA LTD,WB,,,14000,14000,0,0,24500.00,24500.00,0.00,0.00,
CON,CON203M,20MM CONDUIT 3M CLASS 4,,,7416,LAUREN,VIS001,VISHWAS TUBES INDIA LTD,WB,,,14000,14000,0,0,28000.00,28000.00,0.00,0.00,
CON,CON203M,20MM CONDUIT 3M CLASS 4,,,7534,LAUREN,VIS001,VISHWAS TUBES INDIA LTD,WB,,,14000,14000,0,0,26600.00,26600.00,0.00,0.00,
CON,CON253M,25MM CONDUIT 3M CLASS 4,,,7185,NICOLA,VIS001,VISHWAS TUBES INDIA LTD,WB,14/08/2025,,11200,11200,0,0,23520.00,23520.00,0.00,0.00,
CON,CON253M,25MM CONDUIT 3M CLASS 4,,,7417,LAUREN,VIS001,VISHWAS TUBES INDIA LTD,WB,,,11200,11200,0,0,26880.00,26880.00,0.00,0.00,
CON,CON253M,25MM CONDUIT 3M CLASS 4,,,7535,LAUREN,VIS001,VISHWAS TUBES INDIA LTD,WB,,,11200,11200,0,0,25760.00,25760.00,0.00,0.00,
