GROUP,STOCK CODE,DESCRIPTION,DESCRIPTION2,SUPP PART NO,ORDER NO,OUR REF,SUPP REF,SUPP NAME,DEPOT,DEL DATE,ORDER QTY,TO DELIV,RECVD,INVCD,QTY CST VAL,TO DELIV CST VAL,RECVD CST VAL,INVCD CST VAL,EXCH RATE,FOREIGN CURR
NBW,HEXS1040,M10X40 HEX SETSCREW (100) BZP,DIN933,HEXS1040,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,240,240,0,0,736.80,736.80,0.00,0.00,
NBW,HEXS830,M8X30 HEX SETSCREW (100) BZP B,DIN933,HEXS830,6174,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,300,300,0,0,456.00,456.00,0.00,0.00,
NBW,HEXS835,M8X35 HEX SETSCREW (100) BZP B,DIN933,HEXS835,6174,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,200,200,0,0,316.00,316.00,0.00,0.00,
NBW,PW1025,M10 X 25 PENNY WASHER X 100,,PW1025,6174,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1165,1165,0,0,664.05,664.05,0.00,0.00,
NBW,RODCON10,M10 THREADED ROD CONNECTOR BZP,X100,RODCON10,6174,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,400,400,0,0,2180.00,2180.00,0.00,0.00,
NBW,WN10,M10 WEDGE NUT BZP X100,,WN10,6174,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,190,190,0,0,866.40,866.40,0.00,0.00,
NBW,WN10,M10 WEDGE NUT BZP X100,,WN10,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,200,200,0,0,950.00,950.00,0.00,0.00,
NBW,WN10,M10 WEDGE NUT BZP X100,,WN10,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,401,401,0,0,1952.87,1952.87,0.00,0.00,
NBW,WN8,M8 WEDGE NUTS BZP X100,,WN8,6428,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1000,1000,0,0,4560.00,4560.00,0.00,0.00,
ROD,RODM10,M10X3MTR THREADED ROD,,RODM10,6562,CUT LENGTHS,KAR002,KARNA INTERNATIONAL,WB,,,1250,1250,0,0,1037.50,1037.50,0.00,0.00,
ROD,RODM10,M10X3MTR THREADED ROD,,RODM10,6704,KI043,KAR002,KARNA INTERNATIONAL,WA,,,17600,17600,0,0,15347.20,15347.20,0.00,0.00,
ROD,RODM10,M10X3MTR THREADED ROD,EACH,RODM10,7306,KI052,KAR002,KARNA INTERNATIONAL,WB,,,17600,17600,0,0,13904.00,13904.00,0.00,0.00,
ROD,RODM10,M10X3MTR THREADED ROD,EACH,RODM10,7307,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,17600,17600,0,0,13904.00,13904.00,0.00,0.00,
ROD,RODM10,M10X3MTR THREADED ROD,EACH,RODM10,7402,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,17600,17600,0,0,13904.00,13904.00,0.00,0.00,
ROD,RODM10,M10X3MTR THREADED ROD,EACH,RODM10,7403,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,17600,17600,0,0,13904.00,13904.00,0.00,0.00,
ROD,RODM10/1,M10 THREADED ROD X 1M,EACH,,7347,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,1000,1000,0,0,270.00,270.00,0.00,0.00,
ROD,RODM10/100,M10 THREADED ROD X 100MM LONG,EACH,,7347,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,50000,50000,0,0,1640.00,1640.00,0.00,0.00,
ROD,RODM10/120MM,120MM M10 ROD,EACH,,7347,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,10000,10000,0,0,394.00,394.00,0.00,0.00,
ROD,RODM10/125,M10X125MM THREADED ROD BZP,EACH,,7347,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,10000,10000,0,0,411.00,411.00,0.00,0.00,
ROD,RODM10/200,M10 THREADED ROD 200MM,PER 1,,7347,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,10000,10000,0,0,660.00,660.00,0.00,0.00,
ROD,RODM10/300,300MM M10 ROD,EACH,,7347,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,10000,10000,0,0,991.00,991.00,0.00,0.00,
ROD,RODM10/500,M10 X 500MM THREADED RODS BZP,PER 1,,7347,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,8000,8000,0,0,1288.00,1288.00,0.00,0.00,
ROD,RODM10/70,RODM10X70,EACH,,7347,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,8000,8000,0,0,183.20,183.20,0.00,0.00,
ROD,RODM10/80,RODM10X80,,,6562,CUT LENGTHS,KAR002,KARNA INTERNATIONAL,WB,,,3800,3800,0,0,99.56,99.56,0.00,0.00,
ROD,RODM12,M12X3MTR THREADED ROD BZP,,RODM12,6562,CUT LENGTHS,KAR002,KARNA INTERNATIONAL,WB,,,2000,2000,0,0,2680.00,2680.00,0.00,0.00,
ROD,RODM12,M12X3MTR THREADED ROD BZP,PER 1,RODM12,7404,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,4500,4500,0,0,5620.50,5620.50,0.00,0.00,
ROD,RODM6,M6X3MTR THREADED ROD BZP,,RODM6,6803,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,3000,3000,0,0,993.00,993.00,0.00,0.00,
ROD,RODM6,M6X3MTR THREADED ROD BZP,per 1,RODM6,7308,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,6000,6000,0,0,1812.00,1812.00,0.00,0.00,
ROD,RODM8,M8X3MTR THREADED ROD BZP,,RODM8,6562,CUT LENGTHS,KAR002,KARNA INTERNATIONAL,WB,,,2000,2000,0,0,1160.00,1160.00,0.00,0.00,
ROD,RODM8,M8X3MTR THREADED ROD BZP,per 1,RODM8,7404,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,17500,17500,0,0,9187.50,9187.50,0.00,0.00,
ROD,RODM8/1,M8 THREADED ROD X1M,,,6562,CUT LENGTHS,KAR002,KARNA INTERNATIONAL,WB,,,750,750,0,0,144.98,144.98,0.00,0.00,
ROD,RODM8/500,500mm rod,,,6562,CUT LENGTHS,KAR002,KARNA INTERNATIONAL,WB,,,1200,1200,0,0,115.68,115.68,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,540,540,0,0,2116.80,2116.80,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,2479,2479,0,0,9425.16,9425.16,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,2000,2000,0,0,7604.00,7604.00,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,540,540,0,0,2204.33,2204.33,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,1000,1000,0,0,3802.00,3802.00,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,180,180,0,0,720.00,720.00,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,360,360,0,0,1461.60,1461.60,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,180,180,0,0,730.80,730.80,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,360,360,0,0,1479.60,1479.60,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,360,360,0,0,1429.20,1429.20,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7461,KI054,KAR002,KARNA INTERNATIONAL,WB,,,360,360,0,0,1432.80,1432.80,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7462,KI051,KAR002,KARNA INTERNATIONAL,WB,,,540,540,0,0,2154.60,2154.60,0.00,0.00,
ZEB,CNL10,M10 LONG SPRING CHANNEL NUTS B,BZP X100,CNL10,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,720,720,0,0,2910.96,2910.96,0.00,0.00,
ZEB,CNL10GALV,M10 LONG SPRING X 100 GALV,,,6609,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,60,60,0,0,289.20,289.20,0.00,0.00,
ZEB,CNL10GALV,M10 LONG SPRING X 100 GALV,,,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,300,300,0,0,1515.00,1515.00,0.00,0.00,
ZEB,CNL12,M12 LONG SPRING CHANNEL NUTS X,X100 BZP,CNL12,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,400,400,0,0,1598.40,1598.40,0.00,0.00,
ZEB,CNL12,M12 LONG SPRING CHANNEL NUTS X,X100 BZP,CNL12,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,120,120,0,0,489.60,489.60,0.00,0.00,
ZEB,CNL12GALV,M12 LONG SPRING CHANNEL NUTS H,HDGX 100,,6609,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,250,250,0,0,1300.00,1300.00,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,,CNL6,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,560,560,0,0,1874.32,1874.32,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1500,1500,0,0,5020.50,5020.50,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,2000,2000,0,0,6694.00,6694.00,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,296,296,0,0,1098.16,1098.16,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,64,64,0,0,230.40,230.40,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,1000,1000,0,0,3347.00,3347.00,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,540,540,0,0,1938.60,1938.60,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,180,180,0,0,633.60,633.60,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,180,180,0,0,642.60,642.60,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,360,360,0,0,1234.80,1234.80,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,720,720,0,0,2527.20,2527.20,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,36,36,0,0,125.64,125.64,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7461,KI054,KAR002,KARNA INTERNATIONAL,WB,,,360,360,0,0,1260.00,1260.00,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7462,KI051,KAR002,KARNA INTERNATIONAL,WB,,,360,360,0,0,1263.60,1263.60,0.00,0.00,
ZEB,CNL6,M6 LONG SPRING X 100,X100,CNL6,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,180,180,0,0,640.80,640.80,0.00,0.00,
ZEB,CNL6GALV,M6 LONG SPRING X 100 GALV,,,6609,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,8,8,0,0,32.00,32.00,0.00,0.00,
ZEB,CNL8,M8 LONG SPRING CHANNEL NUTS BZ,BZP X100,CNL8,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,166,166,0,0,572.70,572.70,0.00,0.00,
ZEB,CNL8,M8 LONG SPRING CHANNEL NUTS BZ,BZP X100,CNL8,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,18,18,0,0,60.25,60.25,0.00,0.00,
ZEB,CNL8,M8 LONG SPRING CHANNEL NUTS BZ,BZP X100,CNL8,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,500,500,0,0,1673.50,1673.50,0.00,0.00,
ZEB,CNL8,M8 LONG SPRING CHANNEL NUTS BZ,BZP X100,CNL8,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,200,200,0,0,669.40,669.40,0.00,0.00,
ZEB,CNL8,M8 LONG SPRING CHANNEL NUTS BZ,BZP X100,CNL8,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,180,180,0,0,666.00,666.00,0.00,0.00,
ZEB,CNL8,M8 LONG SPRING CHANNEL NUTS BZ,BZP X100,CNL8,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,180,180,0,0,653.40,653.40,0.00,0.00,
ZEB,CNL8,M8 LONG SPRING CHANNEL NUTS BZ,BZP X100,CNL8,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,204,204,0,0,716.04,716.04,0.00,0.00,
ZEB,CNL8,M8 LONG SPRING CHANNEL NUTS BZ,BZP X100,CNL8,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,360,360,0,0,1296.00,1296.00,0.00,0.00,
ZEB,CNL8,M8 LONG SPRING CHANNEL NUTS BZ,BZP X100,CNL8,7461,KI054,KAR002,KARNA INTERNATIONAL,WB,,,180,180,0,0,649.80,649.80,0.00,0.00,
ZEB,CNP10,M10 PLAIN CHANNEL NUTS BZP X 1,100,CNP10,6174,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,91,91,0,0,313.95,313.95,0.00,0.00,
ZEB,CNP10,M10 PLAIN CHANNEL NUTS BZP X 1,100,CNP10,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,4488,4488,0,0,15021.34,15021.34,0.00,0.00,
ZEB,CNP10,M10 PLAIN CHANNEL NUTS BZP X 1,100,CNP10,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,2000,2000,0,0,6694.00,6694.00,0.00,0.00,
ZEB,CNP10,M10 PLAIN CHANNEL NUTS BZP X 1,100,CNP10,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,756,756,0,0,2638.44,2638.44,0.00,0.00,
ZEB,CNP10,M10 PLAIN CHANNEL NUTS BZP X 1,100,CNP10,7462,KI051,KAR002,KARNA INTERNATIONAL,WB,,,504,504,0,0,1769.04,1769.04,0.00,0.00,
ZEB,CNP10HDG,M10 PLAIN CHANNEL NUTS HDG X10,X100,,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1000,1000,0,0,4450.00,4450.00,0.00,0.00,
ZEB,CNP10HDG,M10 PLAIN CHANNEL NUTS HDG X10,X100,,7462,KI051,KAR002,KARNA INTERNATIONAL,WB,,,248,248,0,0,925.04,925.04,0.00,0.00,
ZEB,CNP10HDG,M10 PLAIN CHANNEL NUTS HDG X10,X100,,7462,KI051,KAR002,KARNA INTERNATIONAL,WB,,,256,256,0,0,1195.52,1195.52,0.00,0.00,
ZEB,CNP12,M12 PLAIN CHANNEL NUT BZP X100,,CNP12,5956,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,45,45,0,0,211.95,211.95,0.00,0.00,
ZEB,CNP12HDG,M12 PLAIN CHANNEL NUTS HDG,x 100,,6609,LAUREN,KAR002,KARNA INTERNATIONAL,WB,,,57,57,0,0,285.00,285.00,0.00,0.00,
ZEB,CNP12HDG,M12 PLAIN CHANNEL NUTS HDG,x 100,,6673,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,400,400,0,0,2040.00,2040.00,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,,CNP6,6428,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,312,312,0,0,929.76,929.76,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,2268,2268,0,0,6556.79,6556.79,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,376,376,0,0,1087.02,1087.02,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,722,722,0,0,2310.40,2310.40,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,214,214,0,0,665.54,665.54,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,400,400,0,0,1156.40,1156.40,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,270,270,0,0,837.00,837.00,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,624,624,0,0,1928.16,1928.16,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,624,624,0,0,1847.04,1847.04,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,624,624,0,0,1884.48,1884.48,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7462,KI051,KAR002,KARNA INTERNATIONAL,WB,,,1248,1248,0,0,3793.92,3793.92,0.00,0.00,
ZEB,CNP6,M6 PLAIN CHANNEL NUTS BZP X100,X100,CNP6,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,210,210,0,0,646.80,646.80,0.00,0.00,
ZEB,CNP6HDG,M6 PLAIN CHANNEL NUTS HDG X100,,,7158,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,500,500,0,0,1875.00,1875.00,0.00,0.00,
ZEB,CNP8,M8 PLAIN CHANNEL NUTS BZPX100,,CNP8,6801,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,233,233,0,0,673.60,673.60,0.00,0.00,
ZEB,CNP8,M8 PLAIN CHANNEL NUTS BZPX100,X100,CNP8,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,400,400,0,0,1156.40,1156.40,0.00,0.00,
ZEB,CNP8,M8 PLAIN CHANNEL NUTS BZPX100,X100,CNP8,7277,KI037,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,312,312,0,0,970.32,970.32,0.00,0.00,
ZEB,CNP8,M8 PLAIN CHANNEL NUTS BZPX100,X100,CNP8,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,102,102,0,0,301.92,301.92,0.00,0.00,
ZEB,CNP8,M8 PLAIN CHANNEL NUTS BZPX100,X100,CNP8,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,100,100,0,0,303.00,303.00,0.00,0.00,
ZEB,CNP8,M8 PLAIN CHANNEL NUTS BZPX100,X100,CNP8,7451,KI049,KAR002,KARNA INTERNATIONAL,WB,28/08/2025,,312,312,0,0,942.24,942.24,0.00,0.00,
ZEB,CNS10,M10 SHORT SPRING CHANNEL NUTS,BZP X100,CNS10,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,42,42,0,0,151.54,151.54,0.00,0.00,
ZEB,CNS10,M10 SHORT SPRING CHANNEL NUTS,BZP X100,CNS10,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,200,200,0,0,721.60,721.60,0.00,0.00,
ZEB,CNS10,M10 SHORT SPRING CHANNEL NUTS,BZP X100,CNS10,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,432,432,0,0,1671.84,1671.84,0.00,0.00,
ZEB,CNS10,M10 SHORT SPRING CHANNEL NUTS,BZP X100,CNS10,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,216,216,0,0,818.64,818.64,0.00,0.00,
ZEB,CNS10,M10 SHORT SPRING CHANNEL NUTS,BZP X100,CNS10,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,96,96,0,0,354.24,354.24,0.00,0.00,
ZEB,CNS10,M10 SHORT SPRING CHANNEL NUTS,BZP X100,CNS10,7441,KI047,KAR002,KARNA INTERNATIONAL,WA,26/08/2025,,162,162,0,0,612.36,612.36,0.00,0.00,
ZEB,CNS10,M10 SHORT SPRING CHANNEL NUTS,BZP X100,CNS10,7461,KI054,KAR002,KARNA INTERNATIONAL,WB,,,216,216,0,0,814.32,814.32,0.00,0.00,
ZEB,CNS10,M10 SHORT SPRING CHANNEL NUTS,BZP X100,CNS10,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,216,216,0,0,829.44,829.44,0.00,0.00,
ZEB,CNS6,M6 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS6,6400,WARRINGTON STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,136,136,0,0,456.96,456.96,0.00,0.00,
ZEB,CNS6,M6 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS6,6673,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WB,,,1226,1226,0,0,3995.53,3995.53,0.00,0.00,
ZEB,CNS6,M6 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS6,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,500,500,0,0,1629.50,1629.50,0.00,0.00,
ZEB,CNS6,M6 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS6,7376,LAUREN,KAR002,KARNA INTERNATIONAL,GL,,,300,300,0,0,977.70,977.70,0.00,0.00,
ZEB,CNS6,M6 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS6,7381,KI042,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,432,432,0,0,1512.00,1512.00,0.00,0.00,
ZEB,CNS6,M6 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS6,7383,KI045,KAR002,KARNA INTERNATIONAL,WB,25/08/2025,,216,216,0,0,740.88,740.88,0.00,0.00,
ZEB,CNS6,M6 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS6,7384,KI041,KAR002,KARNA INTERNATIONAL,WB,08/08/2025,,432,432,0,0,1503.36,1503.36,0.00,0.00,
ZEB,CNS6,M6 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS6,7436,KI038,KAR002,KARNA INTERNATIONAL,WA,08/08/2025,,300,300,0,0,999.00,999.00,0.00,0.00,
ZEB,CNS6,M6 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS6,7475,KI059,KAR002,KARNA INTERNATIONAL,WB,,,300,300,0,0,1041.00,1041.00,0.00,0.00,
ZEB,CNS8,M8 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS8,6256,LAUREN,KAR002,KARNA INTERNATIONAL,WA,,,300,300,0,0,1008.00,1008.00,0.00,0.00,
ZEB,CNS8,M8 SHORT SPRING CHANNEL NUTS B,BZP X100,CNS8,7274,STOCK ORDER,KAR002,KARNA INTERNATIONAL,WA,,,200,200,0,0,651.80,651.80,0.00,0.00,
CON,CON203M,20MM CONDUIT 3M CLASS 4,,CON203M,7063,POR10074,SSH001,SS&HN INDUSTRIES,WB,,,1920,1920,0,0,2717.38,2717.38,0.00,0.00,
CON,CON203M,20MM CONDUIT 3M CLASS 4,,CON203M,7164,LAUREN,SSH001,SS&HN INDUSTRIES,WB,,,8000,8000,0,0,10960.00,10960.00,0.00,0.00,
CON,CON203M,20MM CONDUIT 3M CLASS 4,,CON203M,7413,LAUREN,SSH001,SS&HN INDUSTRIES,WB,,,8000,8000,0,0,11520.00,11520.00,0.00,0.00,
CON,CON20GCLASS4,20MM CONDUIT CLASS 4 X 3.75M,,,6744,LAUREN,SSH001,SS&HN INDUSTRIES,WA,,,3520,3520,0,0,6688.00,6688.00,0.00,0.00,
CON,CON20GCLASS4,20MM CONDUIT CLASS 4 X 3.75M,,,6745,LAUREN,SSH001,SS&HN INDUSTRIES,WA,,,3520,3520,0,0,6688.00,6688.00,0.00,0.00,
CON,CON20GCLASS4,20MM CONDUIT CLASS 4 X 3.75M,,,6746,LAUREN,SSH001,SS&HN INDUSTRIES,WA,,,3520,3520,0,0,6688.00,6688.00,0.00,0.00,
CON,CON20GCLASS4,20MM CONDUIT CLASS 4 X 3.75M,,,6749,LAUREN,SSH001,SS&HN INDUSTRIES,WB,,,8000,8000,0,0,15200.00,15200.00,0.00,0.00,
CON,CON20GCLASS4,20MM CONDUIT CLASS 4 X 3.75M,,,7063,POR10074,SSH001,SS&HN INDUSTRIES,WB,,,3840,3840,0,0,6912.00,6912.00,0.00,0.00,
CON,CON253M,25MM CONDUIT 3M CLASS 4,,CON253M,7063,POR10074,SSH001,SS&HN INDUSTRIES,WB,,,1920,1920,0,0,3441.22,3441.22,0.00,0.00,
CON,CON253M,25MM CONDUIT 3M CLASS 4,,CON253M,7166,202504252206-3,SSH001,SS&HN INDUSTRIES,WB,08/08/2025,,6080,6080,0,0,10640.00,10640.00,0.00,0.00,
CON,CON253M,25MM CONDUIT 3M CLASS 4,,CON253M,7167,202504252206-4,SSH001,SS&HN INDUSTRIES,WB,06/09/2025,,6080,6080,0,0,10640.00,10640.00,0.00,0.00,
CON,CON253M,25MM CONDUIT 3M CLASS 4,,CON253M,7168,202504252206-5,SSH001,SS&HN INDUSTRIES,WB,06/09/2025,,6080,6080,0,0,10640.00,10640.00,0.00,0.00,
CON,CON253M,25MM CONDUIT 3M CLASS 4,,CON253M,7414,LAUREN,SSH001,SS&HN INDUSTRIES,WB,,,6080,6080,0,0,11065.60,11065.60,0.00,0.00,
CON,CON253M,25MM CONDUIT 3M CLASS 4,,CON253M,7415,LAUREN,SSH001,SS&HN INDUSTRIES,WB,,,6080,6080,0,0,11065.60,11065.60,0.00,0.00,
